temp,pre,humi
23.98880724,100.9743923,59.1673132
24.02405274,100.9744414,59.06578694
24.05426318,100.9709228,58.95799268
24.08447364,100.9784802,58.85017985
24.10461394,100.976134,58.98135846
24.13482441,100.9836916,58.82882011
24.14489457,100.9769794,58.84690539
24.15999981,100.976604,58.83770178
24.20531555,100.9754768,58.6479637
24.23552605,100.9664153,58.56803628
24.26573656,100.9628925,58.54401105
24.28587691,100.9660837,58.60813986
24.30601727,100.9637346,58.4374097
24.32112253,100.966128,58.7748963
24.35636817,100.9606309,58.5837648
24.37147345,100.9602536,58.59132361
24.4067191,100.9630669,58.58472515
24.45203497,100.9647045,58.24379219
24.47721046,100.9576092,57.95052054
24.50238595,100.9671391,58.20554675
24.54266677,100.9596643,58.17158546
24.5879827,100.9668423,58.50759635
24.61819334,100.9688562,58.0638143
24.63833377,100.9665031,57.66340617
24.67861464,100.9701116,57.43903333
24.69371997,100.9641885,57.32338544
24.73903599,100.9685936,57.30675564
24.76924668,100.967834,57.0641971
24.81456273,100.9666937,56.94671809
24.85484369,100.9592098,56.7501498
24.88001929,100.9548781,56.48440687
24.91526515,100.9604588,57.0714924
24.92030028,100.9640289,56.39420339
25.00086231,100.9573729,61.25968776
25.11667035,100.9424229,61.68402266
25.16702172,100.9392964,62.25621534
25.21233798,100.9325975,61.68031064
25.25261912,100.9389718,61.65782416
25.25261912,100.9361974,61.86496958
25.2727597,100.9310612,61.45340905
25.31807602,100.9188092,61.14597495
25.38353296,100.9291649,60.59468109
25.41374387,100.9172943,60.96848064
25.42884933,100.9085832,62.07954373
25.44898995,100.9145441,63.12383633
25.4892712,100.9014879,61.71817035
25.50437667,100.9038768,62.17954725
25.53458762,100.905879,62.21731578
25.57990407,100.8991668,62.36360344
25.63025571,100.9043529,61.80468311
25.66046671,100.8924733,62.27388046
25.69571289,100.889717,61.85847293
25.72088874,100.8881443,61.62653539
25.75613494,100.8826101,61.11003482
25.78634598,100.8707255,61.16457837
25.78634598,100.8651721,61.01881404
25.85180328,100.8644092,61.16222757
25.88201435,100.860852,61.68776492
25.96761245,100.8660457,60.85260016
25.99782357,100.8485984,60.76691762
26.00789394,100.844634,61.01508658
26.02803469,100.8394824,60.68683082
26.05824583,100.8414766,61.12286023
26.08342178,100.8343413,61.09260474
26.10859775,100.8327614,60.95574581
26.12873852,100.8331641,60.77329933
26.1539145,100.826027,61.0516338
26.13880891,100.8208634,60.99909623
26.17909048,100.818889,60.39844776
26.17405528,100.8153156,59.67932033
26.18916087,100.8149222,59.71499684
26.23447766,100.8081842,60.12518253
26.27979448,100.8042231,60.33331075
26.33014652,100.8066135,60.46354355
26.35028735,100.8014553,60.62905082
26.40063943,100.8010649,60.71440696
26.43588591,100.7955099,60.70229294
26.46106198,100.7967035,60.64951688
26.45602676,100.8014681,60.68814967
26.45602676,100.7959088,60.69376504
26.43588591,100.7955099,60.83143783
26.41070986,100.7859779,60.878583
26.39056902,100.7800202,60.96008489
26.35532256,100.7744584,61.00024365
26.33014652,100.7704858,60.99123478
26.31504091,100.7708812,60.9667451
26.26468887,100.7712722,61.04975633
26.23951286,100.770078,61.06319352
26.19923127,100.7637213,61.07458825
26.1488793,100.7752233,61.14633824
26.09852736,100.7756104,61.13391771
26.04817545,100.7621074,61.21125
26.00285875,100.7632881,61.23876573
25.96257727,100.7597077,61.33425525
25.9222958,100.7700133,61.39607897
25.89208471,100.75969,61.42561684
25.85180328,100.7588856,61.39771431
25.82662739,100.7576883,61.47278059
25.78131081,100.7671945,61.50585363
25.75109977,100.7652013,61.5409764
25.7108184,100.7616181,61.60274339
25.69571289,100.7647856,61.62870474
25.65543155,100.7584258,61.6512272
25.58493924,100.7556235,61.6864269
25.54465794,100.7603657,61.78736634
25.51948214,100.7563903,61.8007266
25.48423604,100.7591507,61.87992152
25.4540251,100.7654805,61.91498638
25.42884933,100.7670546,61.97313819
25.40870872,100.7610988,61.97037313
25.37849781,100.7674269,62.016623
25.34828691,100.7654299,62.00127343
25.31304087,100.7681865,62.09161132
25.29290028,100.7705541,62.10563572
25.26268941,100.7657819,62.12387036
25.23247855,100.7748806,62.17568754
25.21233798,100.7744728,62.21209345
25.19219742,100.771291,62.23730149
25.16702172,100.7700876,62.26740858
25.15191631,100.7760226,62.25413094
25.12674062,100.7886871,62.29542574
25.10660008,100.7855045,62.37098506
25.09149468,100.7831176,62.35211004
25.07638928,100.7835041,62.33323605
25.05121361,100.7850726,62.30178168
25.03107309,100.7902097,62.39970571
25.00086231,100.7882084,62.42349762
24.99079205,100.7949362,62.45566854
24.97065154,100.8000719,62.45287943
24.94044078,100.7925239,62.47106959
24.94044078,100.7980696,62.51022344
24.9253354,100.7984548,62.52490908
24.90519491,100.8035893,62.53330231
24.88505441,100.8031781,62.54169451
24.87498417,100.8099039,62.5962223
24.84980857,100.8031513,62.53680576
24.85987881,100.8130609,62.53820254
24.83470321,100.8146254,62.57944636
24.82966809,100.8110569,62.58433934
24.81959785,100.8150094,62.58853317
24.78938714,100.8130049,62.65702599
24.78938714,100.8102327,62.69616443
24.77428179,100.8078444,62.69406368
24.74910622,100.806636,62.74646876
24.74910622,100.8204961,62.78001211
24.73400087,100.8208794,62.77231803
24.72393065,100.8248308,62.78768633
24.7037902,100.8216457,62.81842043
24.69875509,100.8208494,62.82889835
24.68868486,100.8192569,62.82749463
24.67861464,100.8232078,62.78696367
24.67861464,100.831523,62.97700598
24.68364975,100.8295476,62.7932548
24.69875509,100.8236212,62.45995005
24.70882531,100.8252138,62.19298825
24.70882531,100.8279857,61.86310307
24.70882531,100.8335294,61.92460953
24.69875509,100.8319367,61.71634059
24.69875509,100.8374803,61.54858647
24.70882531,100.8390731,61.37101095
24.71889553,100.8545255,61.3220496
24.70882531,100.8446169,61.09697399
24.7037902,100.8438204,61.14662574
24.71386042,100.8481852,60.89630696
24.70882531,100.8473887,60.85647423
24.70882531,100.8584762,60.81732148
24.70882531,100.8529325,60.59917643
24.71386042,100.8565009,60.54950987
24.71889553,100.8572974,60.4103373
24.70882531,100.8584762,60.28032368
24.70882531,100.8557043,60.22997575
24.7037902,100.8659952,60.22930268
24.69875509,100.8707423,60.12233943
24.69371997,100.8588583,60.11047902
24.69875509,100.8596549,60.16709359
24.67357953,100.8723023,59.87842944
24.67861464,100.8730991,59.98539172
24.6584742,100.8699122,59.92676926
24.67357953,100.8667589,59.91758999
24.65343909,100.8718872,59.769462
24.63329866,100.8659287,59.68847178
24.63833377,100.8750401,59.8737448
24.61315823,100.8738278,59.9878633
24.5829476,100.8718185,60.10688574
24.57287739,100.8674537,59.61334327
24.56280718,100.8797164,59.90285727
24.55777207,100.8678346,59.76795517
24.54770187,100.8773258,59.55407792
24.53259656,100.8832485,59.45140185
24.49735085,100.885983,59.63690225
24.45707006,100.8879197,59.48057778
24.42685948,100.8942202,59.91832376
24.44699987,100.8918671,59.66378569
24.45203497,100.8926642,59.79306588
24.43692968,100.890273,60.13772
24.47217536,100.8875399,60.3604862
24.44699987,100.8890964,60.23411273
24.45707006,100.8934612,60.35846157
24.42182439,100.8934231,60.47672521
24.42685948,100.8942202,60.6898267
24.44196477,100.9021529,60.77012364
24.40168401,100.8957758,60.66407504
24.43189458,100.9088706,60.86938131
24.44196477,100.9021529,60.75335354
24.47217536,100.8986233,60.70152455
24.45707006,100.896232,60.57649921
24.46714026,100.900597,60.46044806
24.44699987,100.9001793,60.44656288
24.48728065,100.9037855,60.5246535
24.48224556,100.8946757,60.52397683
24.47217536,100.8986233,60.37166833
24.46210516,100.8942583,60.19699496
24.47217536,100.8958524,60.0641462
24.48728065,100.8982437,60.01024299
24.48224556,100.9002175,60.03753082
24.46714026,100.900597,59.9684177
24.46714026,100.900597,60.08584055
24.44196477,100.8966115,60.06570783
24.44699987,100.8946378,59.92659542
24.44699987,100.8918671,60.02164921
24.46714026,100.8978262,59.43716804
24.46210516,100.9025707,59.87828038
24.43692968,100.9096679,59.86374974
24.38657873,100.9127777,59.9353263
24.39664891,100.9060607,59.97580248
24.42182439,100.9128175,60.07420307
24.48728065,100.9176401,62.71002336
24.52252636,100.9176787,63.6144457
24.56784228,100.927625,64.31912925
24.59301781,100.9260685,64.2780336
24.59805291,100.9240943,63.97149915
24.59805291,100.9240943,63.72008988
24.5879827,100.9252713,62.70168635
24.5879827,100.9308141,61.87446548
24.5879827,100.9252713,62.54520067
24.59805291,100.9213229,63.11663106
24.61819334,100.9300547,62.1748918
24.60308802,100.9304344,62.0945507
24.60812312,100.9395461,61.99462484
24.59805291,100.9324086,61.71932086
24.5879827,100.9280427,62.1148276
24.5829476,100.9300168,61.90731357
24.56784228,100.9359389,61.85493025
24.55777207,100.9371155,61.69703322
24.56784228,100.9470241,61.70400238
24.55273697,100.9446319,61.75783168
24.55777207,100.9482006,61.82000949
24.54770187,100.9521481,61.77391053
24.52756146,100.9545005,61.84381068
24.52252636,100.953703,61.88224397
24.51749126,100.966761,62.03804409
24.50742105,100.9568526,62.08695559
24.51245616,100.9687344,62.11000433
24.49735085,100.9663415,62.14145255
24.50742105,100.979021,62.27696451
24.49735085,100.9774256,62.37615881
24.49231575,100.9710858,62.54309711
24.48728065,100.986914,62.47534564
24.47721046,100.9853184,62.68068526
24.46714026,100.9837228,62.76309062
24.46210516,100.9912376,62.80708457
24.47721046,100.9964021,62.84271285
24.46714026,100.9975772,63.0200842
24.46210516,100.9912376,62.89647369
24.45707006,100.9932105,62.82872984
24.45707006,100.9932105,62.89018402
24.45203497,100.9924127,63.07942122
24.45707006,100.9987523,63.13598956
24.43692968,101.001102,63.17226904
24.43692968,101.0038728,63.01585816
24.43189458,101.0030748,63.17714888
24.42685948,101.0022768,63.1261698
24.42685948,100.9995061,63.13734163
24.4067191,100.9963143,63.20154606
24.4067191,100.990773,63.19037494
24.38657873,100.9820403,63.28249873
24.39161382,100.9828382,63.21618277
24.37650854,100.9776741,63.23081828
24.36643835,100.9816194,63.29642394
24.36643835,100.9816194,62.92780133
24.3362278,100.9768322,62.87889917
24.34629799,100.9728872,63.05344571
24.3412629,100.9748597,63.05832578
24.35636817,100.9744829,63.10512157
24.37650854,100.9776741,62.8063224
24.39161382,100.9772971,62.70787907
24.38154363,100.9701605,62.55565028
24.39664891,100.9531599,62.13873562
24.39664891,100.9531599,62.01022797
24.4067191,100.9602963,61.90544996
24.41678929,100.9591209,61.68331397
24.42685948,100.9579455,61.60086746
24.41678929,100.9535797,61.70566665
24.4067191,100.9602963,61.84398475
24.4067191,100.9630669,61.82722132
24.4067191,100.9575257,61.77693052
24.41678929,100.9674329,61.59949008
24.39664891,100.958701,61.57438294
24.40168401,100.9539575,61.50242426
24.4067191,100.9630669,61.5142886
24.4117542,100.9666352,61.80556092
24.41678929,100.9591209,61.75037158
24.4117542,100.9694058,61.36967468
24.43189458,100.969826,61.42830775
24.42685948,100.9634869,61.31025542
24.43692968,100.9567701,61.29485913
24.4117542,100.9610939,61.29143273
24.43189458,100.9781382,61.17121309
24.44699987,100.9805316,61.16208601
24.43692968,100.9844775,60.95390769
24.43189458,100.9864504,60.89732983
24.45707006,100.9738147,61.03489137
24.43692968,100.9706238,60.94831803
24.42685948,100.9662576,61.01961833
24.44196477,100.9686507,60.9042814
24.42685948,100.9634869,60.84075229
24.42685948,100.9662576,60.66746677
24.4067191,100.9658375,60.73182974
24.42685948,100.9662576,61.08110134
24.42685948,100.9662576,60.87988005
24.42685948,100.9607162,60.79044451
24.41678929,100.9646622,60.73318792
24.41678929,100.9591209,60.8114437
24.4067191,100.9575257,60.86597843
24.37650854,100.9499694,60.71657664
24.38657873,100.9460236,60.58937568
24.39664891,100.958701,60.65221742
24.38657873,100.9515646,60.5949653
24.38154363,100.950767,60.52721239
24.38657873,100.9543351,60.70675574
24.39664891,100.958701,60.65780706
24.39664891,100.9531599,60.54042265
24.38154363,100.9535375,60.27007806
24.37147345,100.9519423,60.23519008
24.36140326,100.9531174,60.13322314
24.37147345,100.9519423,60.02835295
24.36643835,100.9428334,59.86555895
24.36140326,100.9531174,59.81457445
24.35636817,100.9467791,59.85303894
24.35133308,100.9626036,59.80764599
24.27580674,100.9644881,59.79761202
24.19524538,100.9517237,59.65278109
24.26573656,100.9518126,59.74596897
24.30098218,100.9546265,59.87362405
24.30601727,100.952654,59.79603569
24.31105235,100.9589921,59.6569519
24.32112253,100.9578173,59.4458467
24.3362278,100.946359,59.67146954
24.33119271,100.9538722,59.52544723
24.3362278,100.9518996,59.50934075
24.3362278,100.9629807,59.36956831
24.31105235,100.9589921,59.3550664
24.31608744,100.9431686,59.47872538
24.34629799,100.9479542,59.43798949
24.32615762,100.9392234,59.41296694
24.32615762,100.9309127,59.1669621
24.32615762,100.9253722,59.22846499
24.31105235,100.9174397,59.58986856
24.3412629,100.9194537,59.25281778
24.3362278,100.9158861,59.18505983
24.3362278,100.9297374,59.09559754
24.32615762,100.922602,58.99362975
24.31608744,100.918237,59.16004726
24.33119271,100.9289399,59.15644138
24.32112253,100.927345,59.24457558
24.31608744,100.9265476,59.13209161
24.30601727,100.9221825,59.15313267
24.31105235,100.9202098,59.18174957
24.29594709,100.9150475,59.34189339
24.30601727,100.9166423,59.51652768
24.30098218,100.9241552,59.70033775
24.29594709,100.9178176,59.47606404
24.30098218,100.9103047,59.54940372
24.31608744,100.9099265,59.41163775
24.31608744,100.9071564,59.36691193
24.28587691,100.9051427,59.22316461
24.290912,100.90594,59.19028287
24.27077165,100.9082907,59.04786891
24.27580674,100.9035481,58.9423029
24.27580674,100.914628,58.99821207
24.27580674,100.914628,58.99262119
24.29594709,100.9150475,58.97289663
24.28587691,100.9189928,58.85975443
24.29594709,100.9205877,58.95053189
24.290912,100.9114801,58.90514296
24.27580674,100.914628,58.7130656
24.28084182,100.9209654,58.7249053
24.27580674,100.922938,58.89198385
24.27580674,100.920168,58.81929945
24.24559622,100.9181533,58.54139086
24.25566639,100.9225181,58.56506637
24.24056113,100.9228956,58.60782939
24.23049096,100.9213006,58.55060783
24.19524538,100.9184879,58.60192728
24.21538571,100.9216779,58.40327688
24.24056113,100.9173559,58.6805126
24.23552605,100.9304075,58.89230327
24.20531555,100.9090042,59.00574108
24.19524538,100.9240272,59.09385701
24.18517522,100.9279713,59.17078772
24.14489457,100.9271297,59.23255757
24.14992965,100.9306967,59.26116484
24.11971918,100.9286803,59.31865861
24.10964902,100.9270851,59.31733091
24.10461394,100.9318259,59.42284117
24.10461394,100.9235182,59.42284117
24.09454379,100.9246922,59.45503834
24.08447364,100.923097,59.40341768
24.08447364,100.9258661,59.50958427
24.07440348,100.9159636,59.4356139
24.05929826,100.9163399,59.41126842
24.03915796,100.9214565,59.58739507
24.03412289,100.9123521,59.56996747
24.03412289,100.9234278,59.66494338
24.02405274,100.910757,59.78092462
24.0139826,100.9174683,59.72930933
23.99384231,100.9115091,59.91097242
24.01901767,100.918266,59.72439144
23.99887738,100.9123067,59.89488532
23.99887738,100.9178442,59.91722891
23.98377217,100.91822,59.98783014
23.97370203,100.9138561,60.07026791
23.96363189,100.9205667,60.16945498
23.96363189,100.9150295,60.20296494
23.96363189,100.9150295,60.29232322
23.96866696,100.9075212,60.44937113
23.94349162,100.9146074,60.54091999
23.95356175,100.9134342,60.54227534
23.95356175,100.9106656,60.60370184
23.97370203,100.9110875,61.1648115
23.96866696,100.9130585,61.06920717
23.97370203,100.9110875,61.68403706
23.99887738,100.909538,61.35249493
23.9787371,100.9091164,61.77404942
23.98377217,100.9071453,61.75241018
23.98377217,100.9126827,61.81940136
23.97370203,100.9083188,61.99106832
23.9787371,100.9035791,61.94710418
23.98377217,100.9016079,62.09293485
23.98880724,100.8940993,62.14945073
23.98880724,100.896868,62.59598588
23.9787371,100.8952731,62.66713987
23.9787371,100.8952731,62.89595621
23.97370203,100.9000129,63.04592625
23.97370203,100.8944756,62.92873612
23.97370203,100.8944756,62.97896096
23.96363189,100.8928807,62.79339431
23.97370203,100.8944756,62.98454145
23.95356175,100.8968229,63.13796565
23.96363189,100.8956493,63.1840191
23.96363189,100.8984179,63.28445816
23.96363189,100.8956493,63.35141587
23.94349162,100.9007649,63.25930737
23.95356175,100.8968229,63.21050463
23.95356175,100.90236,64.08085045
23.94349162,100.8952279,63.67775542
23.95356175,100.8829802,63.52854168
23.91831628,100.880167,63.64072109
23.92838642,100.8762249,63.47477617
23.92335135,100.864354,63.44617059
23.94349162,100.8703115,63.85069877
23.94349162,100.867543,63.88417065
23.94852669,100.8572663,64.11918183
23.94349162,100.8592376,64.10730801
23.93342148,100.8604117,64.01104412
23.94349162,100.8592376,63.99574118
23.94349162,100.8509322,64.16309004
23.94349162,100.8537007,64.43083092
23.94349162,100.8509322,63.89532787
23.94349162,100.8509322,64.58700327
23.94852669,100.8406554,64.61003579
23.94349162,100.8343215,64.29696314
23.94349162,100.831553,64.66508672
23.94349162,100.8287846,64.76547708
23.93845655,100.8279876,64.72571267
23.94852669,100.83235,64.96139864
23.93845655,100.8279876,64.94879174
23.94852669,100.8295815,64.86659005
23.93845655,100.8224508,65.0045592
23.94349162,100.8260161,64.9272108
23.93342148,100.8327275,64.53536186
23.93342148,100.8354959,65.04286828
23.92335135,100.842207,65.39271107
23.92335135,100.8394386,65.33137597
23.92838642,100.8430041,65.51611076
23.93342148,100.8438011,65.00940867
23.94349162,100.8398584,65.46254972
23.92838642,100.8374673,65.57744319
23.93342148,100.8216539,65.44435759
23.93342148,100.8244223,65.51126781
23.94349162,100.8232477,65.34545161
23.93342148,100.8271907,65.57817671
23.93342148,100.8161171,65.51126781
23.92838642,100.8263937,65.51053503
23.92335135,100.8283652,65.31464802
23.91831628,100.8247999,65.34737285
23.91831628,100.8358732,65.35294872
23.90824615,100.8342792,65.23996984
23.91831628,100.8247999,65.20797297
23.92335135,100.8255968,65.14178769
23.92838642,100.8319305,65.32653074
23.92335135,100.8228285,65.33695194
23.92335135,100.8145234,65.19755006
23.91328122,100.8018565,65.26300355
23.90321108,100.8113361,65.33402847
23.91328122,100.8101614,65.22954765
23.91831628,100.8054216,65.17451614
23.89817602,100.8050028,65.22178274
23.90321108,100.8196408,65.15002492
23.91328122,100.824003,65.14590643
23.90321108,100.8307139,65.11656865
23.89314095,100.8235835,64.9924386
23.88810589,100.8200184,65.02516789
23.8730007,100.8203958,64.82224888
23.86293057,100.8160338,64.76503733
23.84279032,100.8128462,64.68965127
23.82265007,100.8207303,64.75924029
23.80250983,100.8203102,64.19317823
23.79747477,100.8139777,64.63295724
23.79243971,100.810413,64.56532743
23.79243971,100.8048774,64.52629799
23.77733453,100.8024869,64.44607408
23.76222936,100.8028639,64.40488218
23.75215925,100.7985026,64.38671445
23.74712419,100.7977058,64.39156916
23.73201902,100.7925478,64.34480574
23.73201902,100.7925478,64.36153133
23.72194891,100.7881867,64.41026575
23.72194891,100.796489,64.46601504
23.7118788,100.7921279,64.44227285
23.72194891,100.7937216,64.51061382
23.7118788,100.7893605,64.59278899
23.70180869,100.8016037,64.65266117
23.69173858,100.7972426,64.68465891
23.69173858,100.7944752,64.64006546
23.69677364,100.7952721,64.68538292
23.68166848,100.8039506,64.66648877
23.68670353,100.8047475,64.66163849
23.67159837,100.7968223,64.67061503
23.66656332,100.790491,64.70333409
23.67159837,100.7995895,64.6483193
23.67159837,100.7968223,64.65946719
